index,img_name,question,caption,gt_answer,qwen_answer,location,answer,modality,content_type,bertscore_f1,sbert_f1,nli_entail_mean,nli_contra_mean,alignment_score
4045,xmlab558/source.jpg,How many organs are there in this image?,,5,Three,Abdomen,5,CT,Quantity,0.9992663,0.65643126,0.032081805,0.9062464,4
2919,xmlab40/source.jpg,Does the picture contain spleen?,"""Axial CT scan of the abdomen showing a cross-sectional view of the abdominal cavity, including the liver, kidneys, and intestines, with the presence of the spleen.""",No,"Yes, it does.",Abdomen,No,MRI,Organ,0.8234421,0.18370539,0.0011577484,0.99631834,1
5116,xmlab238/source.jpg,Does the picture contain liver?,,Yes,"Yes, it contains liver.",Abdomen,Yes,CT,Organ,0.84618765,0.0920506,0.46834484,0.003977551,4
5915,xmlab61/source.jpg,What is the main organ in the image?,"""Coronal CT scan of the liver showing a well-defined, hyperintense lesion in the left lobe with surrounding edema.""",Brain,Liver,Brain,Brain,MRI,Organ,0.99868876,0.38707414,0.011780075,0.9772091,1
1733,xmlab289/source.jpg,Does the patient have liver cancer?,ctscann o fa bddmwn sowing n livr msst wth irgllt brdrz nd ssrdng edm.,Yes,Cannot determine from image.,Abdomen,Yes,CT,Abnormality,0.8538192,0.112661175,0.011682179,0.86395335,5
1015,xmlab23/source.jpg,What modality is used to take this image?,"""A group of vibrant flowers blooming in a sunny garden.""",MRI,MRI,Abdomen,MRI,MRI,Modality,1.0,1.0,0.81365585,0.047404755,3
5618,xmlab448/source.jpg,Is this a study of the chest?,A rainbow-colored umbrella is open against a bright blue sky.,No,"No, it's not.",Brain_Tissue,No,MRI,Organ,0.8157383,0.29406866,0.6332656,0.0039044558,3
391,xmlab162/source.jpg,Where is/are the abnormality located?,"""The image is an MRI of the chest, showing an abnormality located in the left lung.""",Center,Left lung,Lung,Center,X-Ray,Position,0.85603523,0.25867712,0.06017071,0.83054364,1
6528,xmlab378/source.jpg,Is this a transverse plane?,"""An axial CT scan of the thoracic region, showcasing the bony structures of the ribs, clavicles, and spine, along with the lung fields.""",No,No,Lung,No,X-Ray,Plane,0.9999999,0.9999998,0.95373815,0.0040999777,2
3791,xmlab520/source.jpg,Which part of the body does this image belong to?,"""CT scan of the spine, showing an irregular lesion with slight edema surrounding it.""",Head,Spine,Brain_Tissue,Head,MRI,Position,0.8706759,0.35207215,0.18814284,0.67368335,2
4875,xmlab95/source.jpg,Does the picture contain liver?,,No,"No, it does not.",Lung,No,CT,Organ,0.8154636,0.17489071,0.6348161,0.006466076,4
2896,xmlab398/source.jpg,Which organs/organ in the picture belong to the nervous system?,"CT scan of the brain showing the cerebral cortex, ventricles, and surrounding structures.",Brain,Cerebral cortex,Brain_Tissue,Brain,CT,KG,0.8093685,0.7576418,0.66485596,0.020701759,6
253,xmlab140/source.jpg,Is the lung healthy?,A vibrant garden blooms with colorful flowers and lush greenery.,No,"No, it's not healthy.",Lung,No,X-Ray,Abnormality,0.83818173,0.21205673,0.47872066,0.0026237664,3
337,xmlab154/source.jpg,Is the lung unhealthy?,"""The CT scan of the lung reveals clear lung fields without any visible signs of abnormality.""",No,"No, it's healthy.",Lung,No,X-Ray,Abnormality,0.8459546,0.28047225,0.4178989,0.05382736,1
2237,xmlab334/source.jpg,Is the lung abnormal?,"The X-ray image of the chest shows an abnormality in the lung, indicating a possible pathological condition.",Yes,"Yes, the lung is abnormal.",Lung,Yes,X-Ray,Abnormality,0.85291576,0.16646935,0.47925216,0.0024137723,6
2701,xmlab381/source.jpg,Is the lung abnormal?,"The chest X-ray shows an abnormality in the lung, indicating possible pathology.",Yes,"Yes, the lung is abnormal.",Lung,Yes,X-Ray,Abnormality,0.85291576,0.16646922,0.47925216,0.0024137723,6
3851,xmlab530/source.jpg,What imaging modality was used?,"""CT scan of the spinal cord.""",MRI,CT scan,Brain_Tissue,MRI,MRI,Modality,0.8664473,0.55701894,0.18140389,0.63337207,1
5173,xmlab263/source.jpg,Does the picture contain kidney?,"""CT scan of the thorax showing the lungs and surrounding structures.""",Yes,"No, it does not.",Abdomen,Yes,CT,Organ,0.8119194,0.1815689,0.0016267325,0.99661684,2
4551,xmlab620/source.jpg,What is the organ on the top of the body in this image?,"""CT scan of the pelvic cavity showing the large bowel located at the top of the body.""",Small Bowel,Large bowel,Pelvic Cavity,Small Bowel,CT,Organ,0.80288094,0.8574328,0.000700434,0.99793273,2
5596,xmlab424/source.jpg,What role does the black hollow tissue play in the human body?,A lone figure strolls along a picturesque cobblestone street under the glowing canopy of a setting sun.,"Ventilation, pronunciation",Respiratory system support.,Neck,"Ventilation, pronunciation",CT,KG,0.82013947,0.45316726,0.51315343,0.3010362,3
1895,xmlab301/source.jpg,How to treat the disease located on the right of lung in this image?,"A vibrant sunset paints the sky with hues of orange and pink, casting long shadows over the tranquil beach below.","Physical therapy, surgical treatment",Consult a pulmonologist.,Lung,"Physical therapy, surgical treatment",X-Ray,KG,0.85258985,0.1884678,0.13121715,0.24554628,3
3993,xmlab55/source.jpg,Does the picture contain brian?,"The colorful garden was bursting with life, flowers of all shapes and sizes blooming in the sun.",Yes,No,Brain,Yes,MRI,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,3
4496,xmlab614/source.jpg,Does the femoral head exist in this picture?,The sun casts long shadows on the cobblestone streets of an old European town.,Yes,No,Pelvic Cavity,Yes,CT,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,3
2738,xmlab384/source.jpg,Which organs/organ is part of the circulatory system in this image?,X-ray image of the thoracic region showing the heart and surrounding structures.,Heart,Heart,Lung,Heart,X-Ray,KG,0.9999999,1.0000006,0.92740715,0.021847185,6
2160,xmlab328/source.jpg,What scanning plane does this image belong to?,"Coronal plane X-ray of the thoracic region, showing the bony structures of the ribs and spine, with the lungs visible in the anterior and posterior sections.",Coronal Plane,Coronal plane X-ray,Lung,Coronal Plane,X-Ray,Plane,0.9332093,0.76391375,0.34654164,0.17978597,6
5536,xmlab404/source.jpg,Does the picture contain the organ which has the effect of sensing light?,"""CT scan of the brain showing the skull and surrounding structures.""",No,"No, it does not.",Brain_Face,No,CT,KG,0.8154636,0.17489071,0.6348158,0.006466057,2
3242,xmlab435/source.jpg,"Which kind of weighting is this image generated with, t1 or t2?","A vibrant rainbow stretches across the sky, painting a vivid canvas above the lush green trees.",T2,T1-weighted,Brain_Tissue,T2,MRI,Modality,0.87794256,0.49621657,0.012064194,0.8816481,3
5092,xmlab228/source.jpg,What is the organ on the lower right of the body in this image?,A cT scann of the abdome shows the lef kidney oN tHe loWerr righr sidde of th ebody.,Left Kidney,Kidney,Abdomen,Left Kidney,CT,Organ,0.8874705,0.76983863,0.42227447,0.04841197,5
876,xmlab216/source.jpg,Does the picture contain liver?,"""CT scan of the pelvis showing the bladder, kidneys, and surrounding structures.""",Yes,"No, it does not.",Abdomen,Yes,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,2
2454,xmlab356/source.jpg,Which side of chest is abnormal in this image?,"A vibrant rainbow bridge stretches across a serene, starry sky.",Center,Right side chest,Lung,Center,X-Ray,Position,0.8078885,0.33745524,0.14421122,0.5832237,3
1069,xmlab233/source.jpg,Does the picture contain kidney?,"""CT scan of the abdomen showing the liver and surrounding structures.""",Yes,"Yes, it does.",Abdomen,Yes,CT,Organ,0.8194167,0.3198354,0.67911196,0.0019156305,2
161,xmlab122/source.jpg,What is the largest organ in the picture?,"The largest organ in the picture is the lung, as indicated by the X-ray image of the thoracic cavity.",Lung,Lung,Lung,Lung,X-Ray,Size,1.0,0.9999997,0.9397021,0.018494464,6
5387,xmlab353/source.jpg,What organ system is pictured?,,Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035035,0.30549723,0.5257681,0.17574711,4
959,xmlab223/source.jpg,Does this image look normal?,"""MR scan of the chest revealing multiple abnormal masses in the lungs and heart.""",Yes,"No, it does not look normal.",Abdomen,Yes,CT,Abnormality,0.83328515,0.14199421,0.0056916615,0.957881,1
4682,xmlab68/source.jpg,Does the brain look abnormal?,"""The MRI scan of the brain displays a normal appearance with no signs of abnormality.""",Yes,"No, it looks normal.",Brain,Yes,MRI,Abnormality,0.8420495,0.22338119,0.0036718873,0.9861882,2
6102,xmlab18/source.jpg,Does the kidney look abnormal?,"""CT scan of the abdomen showing a normal appearance of the kidneys without any visible abnormalities.""",No,"No, it looks normal.",Abdomen,No,MRI,Abnormality,0.8453925,0.24893528,0.44012845,0.083892435,2
4107,xmlab565/source.jpg,What color is the liver in the picture?,A tscn o fthe abdnomn shwing th lirr n grn clyor,Gray,Green,Abdomen,Gray,CT,Color,0.99891764,0.6589209,0.005989898,0.9879712,5
7023,xmlab90/source.jpg,Does the picture contain lung?,,Yes,"Yes, it contains lungs.",Lung,Yes,CT,Organ,0.84662,0.10730326,0.47403014,0.0033862665,4
5685,xmlab476/source.jpg,Is this an MRI image with T1 weighted?,"""Here is a CT scan image with T2 weighted, depicting a cross-sectional view of the spinal cord tissue.""",Yes,No,Brain_Tissue,Yes,MRI,Modality,0.9992693,0.7334952,0.0021090927,0.99444443,1
6824,xmlab538/source.jpg,"Which is smaller in this image,liver or right kidney?","""CT scan of the abdomen showing the liver and right kidney, with the right kidney appearing smaller than the liver.""",Right Kidney,Right kidney,Abdomen,Right Kidney,CT,Size,0.93273306,1.0000004,0.97178924,0.0059928866,6
3546,xmlab484/source.jpg,Where does the picture show?,,Head,Brain scan image,Brain_Tissue,Head,MRI,Position,0.8363588,0.25599745,0.34120253,0.15398811,4
1571,xmlab278/source.jpg,What is the organ on the left side of this image?,,Liver,Liver,Abdomen,Liver,CT,Organ,0.99999994,0.9999997,0.95123106,0.013547519,4
154,xmlab120/source.jpg,What is the largest organ in the picture?,"Th3 lrgst orgn n th p1ctur is th lung, sngttrd b y thr x-ray mdclty nd th lc8ti0n mtddtcd.",Lung,Lung,Lung,Lung,X-Ray,Size,1.0000001,0.9999997,0.9397021,0.018494472,5
5986,xmlab103/source.jpg,What is the largest organ in the picture?,CT scan abnomaln sbowinng ths luun as th sllrgest orgn i n imge.,Lung,Lung,Abdomen,Lung,CT,Size,1.0000001,0.9999997,0.9397021,0.018494472,5
5917,xmlab61/source.jpg,Does the picture contain brian?,"Axial MRI scan of the brain showing a well-defined, hyperintense lesion in the occipital lobe with surrounding edema.",Yes,"Yes, it contains brain.",Brain,Yes,MRI,Organ,0.85304946,0.19870988,0.47111386,0.0043958668,6
1686,xmlab286/source.jpg,Is the kidney healthy?,A rainbow-colored kite flying high in the clear blue sky.,No,"No, it's not healthy.",Abdomen,No,CT,Abnormality,0.83818173,0.21205671,0.47872066,0.002623775,3
4933,xmlab10/source.jpg,Are/Is the kidney normal in this image?,MRI scan of the abdomen showing normal kidneys without any visible abnormalities.,Yes,"Yes, the kidney is normal.",Abdomen,Yes,MRI,Abnormality,0.855909,0.12866682,0.47829145,0.0019739117,6
5616,xmlab448/source.jpg,Which part of the body does this image belong to?,"""CT scan of the knee joint, showing a region with irregular borders and slight swelling.""",Head,Knee joint,Brain_Tissue,Head,MRI,Position,0.8306387,0.17434096,0.015984457,0.9719765,2
995,xmlab226/source.jpg,How many kidneys in this image?,"""MR scan of the abdomen showing two kidneys.""",2,Two kidneys,Abdomen,2,CT,Quantity,0.8749278,0.2710504,0.47740418,0.06621377,2
190,xmlab131/source.jpg,What is the largest organ in the picture?,"The largest organ in the picture is the liver, as indicated by the CT scan of the abdominal cavity.",Lung,Liver,Lung,Lung,X-Ray,Size,0.99905384,0.4599219,0.13847083,0.802631,1
563,xmlab187/source.jpg,What diseases are included in the picture?,"""A chest CT scan showing an abnormal mass in the lung.""",Mass,Lung cancer,Lung,Mass,X-Ray,Abnormality,0.8703855,0.14492328,0.11713462,0.7882682,2
3556,xmlab485/source.jpg,What organ system is primarily present in this image?,Axil MRI scann oth e brain shoing wll dfinid hpyntes lesiun wi irrulg blders i nctit lbe sronndd bly etdm.,Head,Brain,Brain_Tissue,Head,MRI,Organ,0.9983581,0.5815781,0.7006162,0.023172894,5
1021,xmlab23/source.jpg,Does the picture contain spleen?,A vibrant array of wildflowers sway gently in the breeze against a backdrop of rolling hills.,Yes,No,Abdomen,Yes,MRI,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,3
5311,xmlab330/source.jpg,How many existing heart in this image?,A sngltt hertr is vblebls iin thx rxy imge of th cxtsh.,1,One heart visible.,Lung,1,X-Ray,Quantity,0.8536609,0.24586403,0.47431135,0.08780274,5
2675,xmlab377/source.jpg,Does the patient have any abnormalities?,"A vibrant rainbow stretches across a serene meadow, where a lone figure with a backpack stands, gazing up at the brilliant sky.",Yes,No abnormalities detected.,Lung,Yes,X-Ray,Abnormality,0.83685136,0.017215213,0.069101036,0.39085558,3
4282,xmlab584/source.jpg,Does the picture contain the organ that could be used for excreting body waste?,,No,"Yes, it does.",Abdomen,No,CT,KG,0.82344216,0.18370539,0.0011577484,0.99631834,4
2849,xmlab395/source.jpg,Which organs/organ in the picture belong to sensory organs?,,Eyes,"Eyes, ears, nose",Brain_Tissue,Eyes,CT,KG,0.8360751,0.7102969,0.4380676,0.031240292,4
161,xmlab122/source.jpg,What is the largest organ in the picture?,"""The largest organ in the picture is the liver, as indicated by the MRI scan of the abdominal cavity.""",Lung,Liver,Lung,Lung,X-Ray,Size,0.99905384,0.4599219,0.1384711,0.8026306,1
5734,xmlab503/source.jpg,Is there a brain tumor?,A colorful butterfly flutters gracefully among the blooming flowers in a vibrant garden.,Yes,"No, there isn't.",Brain_Tissue,Yes,MRI,Abnormality,0.7999114,0.1552576,0.0038193706,0.99331653,3
4380,xmlab6/source.jpg,What is the mr weighting in this image?,"""T1-weighted MRI scan of the abdomen showing the kidneys and surrounding structures.""",T2,T1-weighted MRI,Abdomen,T2,MRI,Modality,0.8582442,0.3283765,0.0071828943,0.86877006,2
4779,xmlab80/source.jpg,Does the picture contain lung?,A vibrant cityscape bathed in warm hues of sunset.,Yes,"No, it does not.",Lung,Yes,CT,Organ,0.8119194,0.18156867,0.0016267285,0.99661684,3
6942,xmlab604/source.jpg,"Which is smaller in this image, bladder or rectum?",,Rectum,Bladder is smaller.,Pelvic Cavity,Rectum,CT,Size,0.83468366,0.29669777,0.49454522,0.10148908,4
395,xmlab163/source.jpg,Which part of the body does this image belong to?,"""Spine X-ray showing the vertebral column with visible ribs, clavicles, and lung fields.""",Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000007,0.9350662,0.016367588,1
2558,xmlab368/source.jpg,Is this a study of the chest?,"Thx is chsxt x-ray stduy, whch prvids gnerl ovrsrv f th thorcs ctyc, incldng th lungz, hrt, nd dphrm.",Yes,"Yes, it's a chest study.",Lung,Yes,X-Ray,Organ,0.84405196,0.20340773,0.46979135,0.002176747,5
3777,xmlab519/source.jpg,Is/Are there abnormalities in the patient's right brain lobe?,"The MRI scan of the brain tissue shows an abnormality in the right brain lobe, characterized by irregular borders and slight edema surrounding the lesion.",Yes,"Yes, there are abnormalities.",Brain_Tissue,Yes,MRI,Abnormality,0.8619444,0.2192531,0.48148018,0.0024637554,6
1635,xmlab282/source.jpg,What organ is the white part on the top of the image?,"CT scann of th chst shwng wht, rnd strccture lcsitn n th uppwr ptn of th img, rprtg th hrt.",Heart,Heart,Chest_lung,Heart,CT,Organ,0.9999998,1.0000005,0.92740715,0.021847185,5
2911,xmlab399/source.jpg,Which organs/organ in the picture belong to nervous system?,"CT scan of the brain showing the cerebral cortex, ventricles, and surrounding structures.",Brain,Cerebral cortex,Brain_Tissue,Brain,CT,KG,0.8093685,0.7576418,0.66485596,0.020701759,6
6912,xmlab58/source.jpg,What diseases are included in the picture?,"Th3 mri sc@n o[ the brain d@sp15s @n irr1g@larly shp@d l3s3ni w/th sr0und1ng edem4a, ind1cati9f of @ brai7 t0m4r and @ss0ciat3d brai7 edenma.","Brain Tumor, Brain Edema",Brain tumor and edema,Brain,"Brain Tumor, Brain Edema",MRI,Abnormality,0.9297813,0.9580594,0.975537,0.006761671,5
6756,xmlab498/source.jpg,Is the brain enhancing tumor hyperdense or hypodense?,"""Exploring the wonders of nature on a peaceful afternoon walk.""",Hyperdense,Hypodense,Brain_Tissue,Hyperdense,MRI,Color,0.8554837,0.36781633,0.9254674,0.018918613,3
6407,xmlab338/source.jpg,What imaging modality was used?,"""X-ray image of the thoracic region, displaying the bony structures and lung fields.""",X-Ray,X-ray,Lung,X-Ray,X-Ray,Modality,0.9325224,1.0000001,0.9404459,0.017602377,6
1931,xmlab306/source.jpg,Where is the cardiomegaly in this image?,"A majestic eagle soars high in the clear blue sky, its wings spread wide against the backdrop of rolling green hills.",Heart,Heart appears enlarged.,Lung,Heart,X-Ray,Position,0.8837924,0.45030627,0.45140356,0.019969106,3
1184,xmlab244/source.jpg,Does the picture contain liver?,,Yes,"Yes, it contains liver.",Abdomen,Yes,CT,Organ,0.84618765,0.09205049,0.46834484,0.003977551,4
1663,xmlab284/source.jpg,Does the picture contain heart?,"""CT scan of the abdomen showing a cross-sectional view of the spleen and surrounding structures.""",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154636,0.17489071,0.6348161,0.006466076,2
119,xmlab115/source.jpg,Is the lung healthy?,"The compuerd tomygraphy (CT) skan of th echeast revalvees en abormaliity in th elungnng, inicating an unhelthy cndition.",No,"No, it's unhealthy.",Lung,No,CT,Abnormality,0.8423259,0.28834403,0.4747095,0.0028837458,5
5177,xmlab263/source.jpg,"Which is bigger in this image, liver or kidney?","CT scan of the abdomen showing the liver and kidney, with the kidney appearing larger than the liver.",Kidney,Kidney is bigger.,Abdomen,Kidney,CT,Size,0.9257021,0.7119843,0.4674444,0.027150134,6
6912,xmlab58/source.jpg,What diseases are included in the picture?,"The MRI scan of the brain displays an irregularly shaped lesion with surrounding edema, indicative of a brain tumor and associated brain edema.","Brain Tumor, Brain Edema",Brain tumor,Brain,"Brain Tumor, Brain Edema",MRI,Abnormality,0.9020743,0.78536826,0.51445097,0.04656189,6
830,xmlab212/source.jpg,Does the picture contain liver?,The vibrant leaves of the tree were a kaleidoscope of colors in the autumn sunlight.,Yes,No,Abdomen,Yes,CT,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,3
956,xmlab222/source.jpg,What is the scanning plane of this image?,"Transverse plane CT scan of the abdomen showing the liver, spleen, and surrounding structures.",Transverse  Plane,Transverse plane,Abdomen,Transverse  Plane,CT,Plane,0.91139174,0.9999999,0.8839521,0.036840178,6
4780,xmlab80/source.jpg,Does the picture contain heart?,"""MR scan of the abdominal region showing the liver and kidneys.""",Yes,"No, it does not.",Lung,Yes,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,1
3234,xmlab434/source.jpg,Does the humerus head exist in this picture?,,No,No,Neck,No,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,4
64,xmlab11/source.jpg,What modality is used to take this image?,MrI scAn oF thE AbdomEn ShOwInG thE LiEr anD SuRrOnGInG StrUctUrEs.,MRI,MRI scan,Abdomen,MRI,MRI,Modality,0.86990917,0.9147987,0.7667346,0.016531711,5
6448,xmlab350/source.jpg,How many organs are there in this image?,THe imagge is an xray oF tht thoacic reigmn dplysng thl lungns nd t hrtr.,2,Two organs visible.,Lung,2,X-Ray,Quantity,0.8559607,0.17883438,0.55633754,0.0152659975,5
6694,xmlab469/source.jpg,Is there evidence of a brain edema?,,Yes,"No, no evidence.",Brain_Tissue,Yes,MRI,Abnormality,0.8493601,0.1318359,0.0010771704,0.9965445,4
6939,xmlab604/source.jpg,What organ system is primarily present in this image?,"Axil compeleted tomyography (C.T.) scannn of the pelvicy cavitiy, dispalying the bonny pellis, muscules, nd sof tissuies.",Pelvic Cavity,Pelvic cavity,Pelvic Cavity,Pelvic Cavity,CT,Organ,0.92952335,0.9999998,0.9014254,0.045244046,5
337,xmlab154/source.jpg,Is the lung unhealthy?,The xray img of the lung shws clre lung fls wthout visble sngs of abnormlty.,No,"No, it's healthy.",Lung,No,X-Ray,Abnormality,0.8459544,0.28047225,0.4178989,0.05382736,5
623,xmlab193/source.jpg,Where is/are the abnormality located?,"A vibrant rainbow stretches across the sky, painting a breathtaking canvas above the tranquil ocean.","Left Lung, Right",Lungs,Lung,"Left Lung, Right",X-Ray,Position,0.8133656,0.73378104,0.45685655,0.11062662,3
4079,xmlab560/source.jpg,What is the effect of the gray organ on the lower right of this picture?,"""An idyllic afternoon spent basking in the sun by the tranquil lake.""",Improve the body's immunity,Kidney absorbs nutrients.,Abdomen,Improve the body's immunity,CT,KG,0.87595624,0.2869824,0.20713902,0.06385371,3
2675,xmlab377/source.jpg,Does the patient have any abnormalities?,Thx ray img thurax reogion shws pntt wth abnrmllty tn lgn flk chrtstcd b n irrgrld opqncy. Ftrwr evalutn rcmdd fr prcs dgnss.,Yes,"Yes, there are abnormalities.",Lung,Yes,X-Ray,Abnormality,0.8619443,0.21925311,0.48148003,0.002463749,5
4493,xmlab614/source.jpg,Do the organs in the image exist in the abdomen?,"""Colorful umbrellas dance in the rain as a serene pond reflects their vibrant hues.""",No,No,Pelvic Cavity,No,CT,Position,0.9999999,0.9999999,0.9537381,0.0040999814,3
2435,xmlab354/source.jpg,Which organs/organ is part of the respiratory system in this image?,"""A chest X-ray showing the thoracic cavity with visible lung fields, ribs, and clavicles.""",Lung,Lungs,Lung,Lung,X-Ray,KG,0.92026067,0.922527,0.94098353,0.02079492,2
6966,xmlab628/source.jpg,Does the rectum exist in this picture?,ctscann of pelviscayt shwing presencf bladder nd sroungind structucre bu no visaulizat frc tum.,No,"No, it does not.",Pelvic Cavity,No,CT,Organ,0.8154635,0.17489071,0.63481617,0.006466056,5
1478,xmlab271/source.jpg,Where is the liver?,CT scan of the abdomen showing the liver located on the left side.,Left,Liver on the left side,Abdomen,Left,CT,Position,0.846946,0.41659096,0.46000817,0.024642646,6
335,xmlab154/source.jpg,What diseases are included in the picture?,A vibrant flock of birds gracefully dances across the tranquil waters of a lush green meadow.,Atelectasis,None visible.,Lung,Atelectasis,X-Ray,Abnormality,0.8281906,0.11676792,0.10438095,0.6593497,3
2433,xmlab354/source.jpg,What is the effect of the center organ in this picture?,A group of colorful balloons floating in the sky on a sunny day.,Promote blood flow,Heart pumps blood.,Lung,Promote blood flow,X-Ray,KG,0.88051295,0.5434845,0.7044625,0.010015357,3
1122,xmlab239/source.jpg,Does the picture contain spleen?,"""Axial magnetic resonance imaging (MRI) scan of the chest and heart, demonstrating normal anatomical structures with evidence of the liver.""",No,"No, it does not.",Chest_heart,No,CT,Organ,0.8154636,0.17489071,0.63481593,0.006466049,1
1528,xmlab275/source.jpg,What is the shape of the kidney in the picture?,,Irregular,Kidney: irregular shape,Abdomen,Irregular,CT,Shape,0.85166913,0.5631415,0.4778397,0.018862734,4
709,xmlab201/source.jpg,What is the organ on the left side of this image?,ct scnn o fa abdumn swwng th lirr n th tfl stde.,Liver,Liver,Abdomen,Liver,CT,Organ,0.99999994,0.99999964,0.95123106,0.013547519,5
6197,xmlab24/source.jpg,Does the picture contain kidney?,"""Axial CT scan of the abdomen showing a well-defined, hyperintense lesion in the lung with surrounding edema.""",No,No,Abdomen,No,MRI,Organ,0.9999999,0.9999999,0.95373815,0.0040999623,1
732,xmlab203/source.jpg,"Which is bigger in this image, liver or spleen?","A T-scan of the abdonminal showing the lver and spleen, wth th eiver apperarign larager than thspleen.",Liver,Liver is bigger.,Abdomen,Liver,CT,Size,0.8703347,0.6715799,0.48717383,0.01923825,5
1585,xmlab279/source.jpg,Does the picture contain lung?,"Axial computed tomography (CT) scan of the abdomen showing various abdominal organs, including the kidneys, liver, and intestines, without evidence of lung tissue.",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.1748906,0.6348161,0.006466076,6
4079,xmlab560/source.jpg,What is the effect of the gray organ on the lower right of this picture?,"""MR scan of the abdomen showing a gray organ located in the upper left quadrant, which appears to be the spleen.""",Improve the body's immunity,Spleen present.,Abdomen,Improve the body's immunity,CT,KG,0.8610269,0.33867884,0.15869792,0.29493183,1
3348,xmlab45/source.jpg,Which part of the body does this image belong to?,,Brain,Brain,Brain,Brain,MRI,Position,1.0,0.99999976,0.9187869,0.016676674,4
1715,xmlab289/source.jpg,What modality is used to take this image?,"""X-ray image of the abdomen showing a cross-sectional view of the liver and surrounding structures.""",CT,CT scan,Abdomen,CT,CT,Modality,0.86674154,0.57302356,0.54528034,0.010883007,1
3294,xmlab441/source.jpg,What type of medical image is this?,"The sun was setting over the ocean, casting a warm glow on the tranquil waters below.",MRI,MRI scan,Brain_Tissue,MRI,MRI,Modality,0.86990905,0.9147988,0.766734,0.016531717,3
2294,xmlab339/source.jpg,Which organs appear in pairs?,Thx r x ray thc trsc ctn nsh bth lw flks wih vlsbl rbz nd hte vrbl crl.,Lung,Lungs and kidneys,Lung,Lung,X-Ray,Organ,0.8336954,0.6786025,0.44078726,0.046108868,5
2959,xmlab403/source.jpg,Does the picture contain spinal cord?,,No,No,Brain_Face,No,CT,Organ,0.9999999,0.9999999,0.95373815,0.0040999623,4
5949,xmlab639/source.jpg,Do the organs in the image exist in the chest?,Axial computd tomygpy CT scann of th peclal cayti showing the anatmical strcures afth abdnemn wothot ny evedence ocf ches otgrs.,No,"No, they don't.",Pelvic Cavity,No,CT,Position,0.81690687,0.1793265,0.5622571,0.007051667,5
6951,xmlab605/source.jpg,What is the organ system visualized?,"""Coronal magnetic resonance imaging (MRI) scan of the thoracic cavity, showcasing the anatomical structures within the thoracic region.""",Pelvic Cavity,Thoracic cavity,Pelvic Cavity,Pelvic Cavity,CT,Organ,0.83593094,0.6430987,0.07926608,0.8956559,1
1166,xmlab242/source.jpg,What is the shape of the kidney in the picture?,"""MR scan of the abdomen showing a perfectly round kidney.""",Irregular,Perfectly round,Abdomen,Irregular,CT,Shape,0.8177947,0.46795,0.006742979,0.98818153,1
5276,xmlab322/source.jpg,What organ system is pictured?,"""Brain MRI showing the cranial cavity, including the brain, spinal cord, and pituitary gland.""",Chest,Cranial cavity,Lung,Chest,X-Ray,Organ,0.7956085,0.26474458,0.4163649,0.40149713,1
5353,xmlab349/source.jpg,In what plane is this image scanned?,A cat playing with a ball of yarn in the sun on the porch.,Coronal Plane,Coronal plane,Lung,Coronal Plane,X-Ray,Plane,0.98566544,1.0000001,0.8886307,0.04606402,3
5392,xmlab353/source.jpg,What color does the right lung show in the picture?,"""The image is an X-ray of the chest, showing the left lung in black, indicating the presence of air or a similar radiolucent substance.""",Black,Black,Lung,Black,X-Ray,Color,1.0,1.0000005,0.94063836,0.013715292,2
5390,xmlab353/source.jpg,What diseases are included in the picture?,"The image is an X-ray of the chest, showing a pattern consistent with pneumonia.",Pneumonia,Pneumonia,Lung,Pneumonia,X-Ray,Abnormality,1.0000001,1.0000002,0.9477384,0.011572305,6
3763,xmlab516/source.jpg,Is this a T1 weighted or T2 weighted MRI image?,"""T2-weighted MRI image of the brain tissue, showing a lesion with irregular borders and slight edema surrounding it.""",T1,T2-weighted MRI image,Brain_Tissue,T1,MRI,Modality,0.8411388,0.35288918,0.0078794435,0.87293756,1
5177,xmlab263/source.jpg,"Which is bigger in this image, liver or kidney?","A CT scan shows the liver and kidny, where the kideny is larger thn the liver.",Kidney,Kidney is bigger.,Abdomen,Kidney,CT,Size,0.9257021,0.7119843,0.46744466,0.02715002,5
569,xmlab188/source.jpg,Which part of the body does this image belong to?,"The sun sets over the mountains, casting a warm orange glow across the sky.",Chest,Chest,Lung,Chest,X-Ray,Position,0.9999999,1.0000007,0.9350662,0.01636761,3
1899,xmlab302/source.jpg,Where does the picture show?,"Chest X-ray showing the thoracic cavity with ribs, spine, and lungs visible.",Chest,Chest X-ray view,Lung,Chest,X-Ray,Position,0.84540784,0.5796066,0.46981254,0.04003588,6
